"NE Name","Slot ID","Board Name","Port","Input Power(dBm)","Reference Input Power(dBm)","Input Power Reference Value Time","Input Power State","Reference Input Power Lower Threshold(dBm)","Reference Input Power Upper Threshold(dBm)","Input Power Lower Threshold(dBm)","Min. Value of Input Power Lower Threshold(dBm)","Max. Value of Input Power Lower Threshold(dBm)","Input Power Upper Threshold(dBm)","Min. Value of Input Power Upper Threshold(dBm)","Max. Value of Input Power Upper Threshold(dBm)","Max. Pump Output Power(dBm)","Min. Pump Output Power(dBm)","Output Power(dBm)","Reference Output Power(dBm)","Output Power Reference Value Time","Output Power State","Output Power Lower Threshold(dBm)","Output Power Upper Threshold(dBm)","Reference Output Power Lower Threshold(dBm)","Reference Output Power Upper Threshold(dBm)","Input Power Lower Threshold Default Value(dBm)","Input Power Upper Threshold Default Value(dBm)","CFP/LANE Input Power Lower Threshold Default Value(dBm)","CFP/LANE Input Power Upper Threshold Default Value(dBm)"
VALPO-WDM-CM03 OTN1,Shelf2(Dimension Local)-4,15WSMD9,1(IN/OUT),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf2(Dimension Local)-14,13OBU1,1(IN),/,/,/,/,/,/,/,-,-,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf2(Dimension Local)-14,13OBU1,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf2(Dimension Local)-15,12D40,1(IN),/,/,/,/,/,/,/,-,-,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-1,58NS4,1(IN/OUT HACIA RECREO),"	-5.9",/,/,/,/,/,"	-16.0","	-21.0","	-2.0","	-2.0","	-21.0","	-2.0",-,-,"	-2.8",/,/,/,"	-6.0",0.0,-,-,"	-17.0","	-2.0",-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,3(RX1/TX1),/,/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,/,/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,4(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,5(RX3/TX3 PLANO A OLT-VALPARAISO-1 0/17/1 BE54),"	-5.6","	-5.7",2022-04-19 18:05:45,Normal,"	-8.7","	-0.7","	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,"	-3.3",/,/,/,"	-9.2",1.5,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,6(RX4/TX4),/,"	-6.3",2022-04-19 18:05:45,/,"	-9.3","	-1.3","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,/,/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,7(RX5/TX5 PB1 OLT NVA 13 NORTE),/,/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,/,/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,8(RX6/TX6 PB2 OLT NVA 13 NORTE),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,9(RX7/TX7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,10(RX8/TX8 PA2 OLT CURAUMA -- OSN 1800 VALPO-WDM-R02 S2 LDX P2),"	-6.3","	-6.4",2022-04-19 18:05:45,Normal,"	-9.4","	-1.4","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,11(RX9/TX9 PA1 OLT CURAUMA -- OSN 1800 VALPO-WDM-R02 S2 LDX P1),"	-6.5","	-6.6",2022-04-19 18:05:45,Normal,"	-9.6","	-1.6","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.3",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,12(RX10/TX10 RESERVA ATN CURAUMA 5G),"	-6.3","	-6.3",2022-04-19 18:05:45,Normal,"	-9.3","	-1.3","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.7",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-3,54TOA(STND),3(RX1/TX1 PB1 PE RAN VILLA ALEMANA --- P2 CORE VALPO GE 0/1/2/2),"	-8.8",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-3,54TOA(STND),4(RX2/TX2 PB2 PE RAN VILLA ALEMANA --- P2 CORE VALPO GE 0/1/2/3),"	-8.1",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-5.9",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-3,54TOA(STND),5(RX3/TX3 PB3 PE RAN VILLA ALEMANA --- P2 CORE VALPO GE 0/1/2/4),"	-9.2",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-5.9",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-3,54TOA(STND),6(RX4/TX4 PB4 PE RAN VILLA ALEMANA --- P2 CORE VALPO GE 0/1/4/3),"	-8.9",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-5.9",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-3,54TOA(STND),7(RX5/TX5),/,/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-3,54TOA(STND),8(RX6/TX6),/,/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-3,54TOA(STND),9(RX7/TX7),/,/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-3,54TOA(STND),10(RX8/TX8),/,/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-14,54TOA(STND),3(RX1/TX1 PA5 PE RAN QUILPUE PCS PE1 PCS VALPO 2/10),"	-7.8","	-7.8",2020-05-29 01:26:57,Normal,"	-10.8","	-2.8","	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-14,54TOA(STND),4(RX2/TX2 PA6 PE RAN QUILPUE PCS PE1 PCS VALPO 2/9),"	-7.6","	-7.5",2020-05-29 01:26:57,Normal,"	-10.5","	-2.5","	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.3",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-14,54TOA(STND),5(RX3/TX3 PA7 PE RAN QUILPUE PCS PE1 PCS VALPO 2/8),"	-7.8","	-7.8",2020-05-29 01:16:05,Normal,"	-10.8","	-2.8","	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-14,54TOA(STND),6(RX4/TX4 PA8 PE RAN QUILPUE PCS PE1 PCS VALPO 2/7),"	-7.5","	-7.7",2020-05-29 01:17:12,Normal,"	-10.7","	-2.7","	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-14,54TOA(STND),7(RX5/TX5 PB5 PE RAN VILLA ALEMANA --- P2 CORE VALPO GE 0/1/4/4),"	-9.4","	-9.6",2021-03-03 02:35:11 DST,Normal,"	-11.1","	-3.1","	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.3",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-14,54TOA(STND),8(RX6/TX6 PB6 PE RAN VILLA ALEMANA --- P2 CORE VALPO GE 0/1/4/5),"	-8.2","	-8.4",2021-03-03 02:35:11 DST,Normal,"	-10.1","	-2.1","	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-14,54TOA(STND),9(RX7/TX7 PB7 PE RAN VILLA ALEMANA --- P2 CORE VALPO GE 0/1/4/6),"	-8.0","	-7.8",2020-05-29 01:17:12,Normal,"	-10.8","	-2.8","	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.3",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-14,54TOA(STND),10(RX8/TX8 PB8 PE RAN VILLA ALEMANA --- P2 CORE VALPO GE 0/1/4/7),"	-7.7","	-7.5",2020-05-29 01:17:12,Normal,"	-10.5","	-2.5","	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-15,54TOA(STND),3(RX1/TX1 PB1 PE RAN AGUA SANTA - P2 CORE CRS VALPO GE 0/0/1/3),"	-8.2",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.5",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-15,54TOA(STND),4(RX2/TX2 PB2 PE RAN AGUA SANTA - P2 CORE CRS VALPO GE 0/1/1/3),"	-8.8",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-5.7",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-15,54TOA(STND),5(RX3/TX3 PB3 PE RAN AGUA SANTA - P2 CORE CRS VALPO GE 0/1/3/5),"	-7.1",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.5",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-15,54TOA(STND),6(RX4/TX4 PB4 PE RAN AGUA SANTA - P2 CORE CRS VALPO GE 0/1/3/6),"	-7.7",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.2",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-15,54TOA(STND),7(RX5/TX5 PB1 PE RAN ACHUPALLAS - P2 CORE CRS VALPO GE 0/1/2/5),"	-8.3",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.2",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-15,54TOA(STND),8(RX6/TX6 PB2 PE RAN ACHUPALLAS - P2 CORE CRS VALPO GE 0/1/2/6),"	-7.2",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.2",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-15,54TOA(STND),9(RX7/TX7 PB3 PE RAN ACHUPALLAS - P2 CORE CRS VALPO GE 0/0/1/2),"	-8.5",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.5",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-15,54TOA(STND),10(RX8/TX8 PB4 PE RAN ACHUPALLAS - P2 CORE CRS VALPO GE 0/0/2/6),"	-10.3",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-5.8",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-16,58NS4,1(IN/OUT HACIA NUEVA 13 NORTE ANILLO CORTO),"	-4.5",/,/,/,/,/,"	-16.0","	-21.0","	-2.0","	-2.0","	-21.0","	-2.0",-,-,"	-2.8",/,/,/,"	-6.0",0.0,-,-,"	-17.0","	-2.0",-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-17,55TTX,3(RX1/TX1),/,/,/,/,/,/,"	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,/,/,/,/,"	-9.2",1.5,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-17,55TTX,4(RX2/TX2 PB PE RAN VENTANAS),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-17,55TTX,5(RX3/TX3 PLANO B OLT-VALPARAISO-1 0/18/1 BE54),"	-6.1","	-5.7",2021-10-22 10:34:07 DST,Normal,"	-8.7","	-0.7","	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,"	-3.4",/,/,/,"	-9.2",1.5,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-17,55TTX,6(RX4/TX4 PB PE RAN ACHUPALLAS - P2 CORE VALPO TE 0/5/0/9),"	-6.4","	-6.4",2021-10-22 10:34:07 DST,Normal,"	-9.4","	-1.4","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-17,55TTX,7(RX5/TX5 PB1 PE RAN AGUA SANTA PCS P2-CORE CRS VALPO Te 0/5/0/12),"	-6.5",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-17,55TTX,8(RX6/TX6 PB2 PE RAN AGUA SANTA PCS P2-CORE CRS VALPO Te 0/5/0/13),"	-6.3",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-17,55TTX,9(RX7/TX7 PB1 PE RAN QUILPUE PCS - P2 CORE VALPO TE 0/0/0/4),"	-6.9","	-7.0",2021-10-22 01:05:09 DST,Normal,"	-10.0","	-2.0","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.5",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-17,55TTX,10(RX8/TX8 PB2 PE RAN QUILPUE PCS - P2 CORE VALPO TE 0/0/0/5),"	-5.7","	-5.8",2021-10-22 01:05:09 DST,Normal,"	-8.8","	-0.8","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.3",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-17,55TTX,11(RX9/TX9 PB1 NUEVO PE RAN DE HIGUERAS),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-17,55TTX,12(RX10/TX10 PB2 NUEVO PE RAN DE HIGUERAS),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-18,58NS4,1(IN/OUT HACIA NUEVA 13 NORTE),"	-3.6",/,/,/,/,/,"	-16.0","	-21.0","	-2.0","	-2.0","	-21.0","	-2.0",-,-,"	-2.6",/,/,/,"	-6.0",0.0,-,-,"	-17.0","	-2.0",-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf0(To Valpo)-3,12M40,1(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-4.2",/,/,/,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf0(To Valpo)-6,11AST2,1(RM1/TM1 A Achupallas (Atenuador 7dB)),"	-11.8",/,/,/,/,/,"	-41.8","	-45.8","	-9.0","	-10.0","	-45.8","	-9.0",-,-,2.6,/,/,/,0.5,5.0,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf0(To Valpo)-6,11AST2,2(RM2/TM2 A Valparaiso (Atenuador 7dB)),"	-12.7",/,/,/,/,/,"	-42.3","	-46.3","	-9.0","	-10.0","	-46.3","	-9.0",-,-,2.3,/,/,/,0.6,5.0,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf0(To Valpo)-7,15WSMD9,1(IN/OUT),7.7,/,/,/,/,/,"	-25.0",-,-,24.0,-,-,-,-,"	-9.5",/,/,/,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf0(To Valpo)-13,13OAU1,1(IN),"	-19.0",/,/,/,/,/,"	-32.0","	-60.0",0.0,3.0,"	-60.0",7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf0(To Valpo)-13,13OAU1,2(PAOUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-1.9",/,/,/,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf0(To Valpo)-13,13OAU1,3(BAIN),"	-7.2",/,/,/,-,-,"	-32.0","	-60.0",0.0,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf0(To Valpo)-13,13OAU1,4(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.8,/,/,/,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf0(To Valpo)-14,13OBU1,1(IN),"	-19.2",/,/,/,/,/,"	-32.0",-,-,"	-0.2",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf0(To Valpo)-14,13OBU1,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.4,/,/,/,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf0(To Valpo)-15,12D40,1(IN),4.2,/,/,/,/,/,"	-25.0",-,-,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf1(To Achupallas)-1,12M40,1(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-4.7",/,/,/,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf1(To Achupallas)-4,15WSMD9,1(IN/OUT),6.7,/,/,/,/,/,"	-25.0",-,-,24.0,-,-,-,-,"	-14.0",/,/,/,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf1(To Achupallas)-13,13OAU1,1(IN),"	-17.6",/,/,/,/,/,"	-32.0","	-60.0",0.0,3.0,"	-60.0",7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf1(To Achupallas)-13,13OAU1,2(PAOUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-2.2",/,/,/,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf1(To Achupallas)-13,13OAU1,3(BAIN),"	-10.2",/,/,/,-,-,"	-32.0","	-60.0",0.0,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf1(To Achupallas)-13,13OAU1,4(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.3,/,/,/,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf1(To Achupallas)-14,13OBU1,1(IN),"	-19.7",/,/,/,/,/,"	-32.0",-,-,"	-0.2",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf1(To Achupallas)-14,13OBU1,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.2,/,/,/,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 OTN1,Shelf1(To Achupallas)-15,12D40,1(IN),4.5,/,/,/,/,/,"	-25.0",-,-,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 ETN1,Shelf0(subrack)-1,58NS4,1(IN/OUT HACIA VALPARAISO),"	-5.4",/,/,/,/,/,"	-16.0","	-21.0","	-2.0","	-2.0","	-21.0","	-2.0",-,-,"	-3.1",/,/,/,"	-6.0",0.0,-,-,"	-17.0","	-2.0",-,-
NVA13NORTE-WDM-CM03 ETN1,Shelf0(subrack)-2,55TTX,3(RX1/TX1 PLANO B OLT3 NUEVA 13 NORTE XGI 0/17/0),"	-6.4",/,/,/,/,/,"	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,"	-3.2",/,/,/,"	-9.2",1.5,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 ETN1,Shelf0(subrack)-2,55TTX,4(RX2/TX2 PLANO A OLT NUEVA ARLEGUI),"	-6.7",/,/,/,/,/,"	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,"	-3.2",/,/,/,"	-9.2",1.5,-,-,-,-,-,-
NVA13NORTE-WDM-CM03 ETN1,Shelf0(subrack)-2,55TTX,5(RX3/TX3 PB1 NUEVO PE RAN HIGUERAS),/,/,/,/,/,/,"	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,/,/,/,/,"	-9.2",1.5,-,-,-,-,-,-
